cloudcover,dew,humidity,precip,precipprob,solarenergy,solarradiation,sunelevation,temp,uvindex,whLifetime
0,19.3,29.83,0,0,0,7,-2.8,49.7,0,200
0,22.1,30.24,0,0,0.1,19,8.3,52.5,0,1113
8.7,22.6,29.41,0,0,0.8,212,18.1,53.8,2,2558
0,22.2,26.8,0,0,1.3,370,26.5,55.9,4,3163
8.7,21,23.75,0,0,1.7,482,32.7,57.8,5,3422
8.5,19,19.89,0,0,2.1,582,35.8,60.4,6,3193
8.7,20.1,20.26,0,0,2.1,595,35.3,61.3,6,2131
8.7,18.6,19,0,0,2,551,31.4,61.3,6,644
8.7,20.2,20.29,0,0,1.6,449,24.5,61.3,4,194
8.7,21.7,21.68,0,0,1.1,305,15.7,61.3,3,112
8.7,22,23.36,0,0,0.2,64,5.5,59.5,1,21
0,23,27.56,0,0,0,9,-5.7,56,0,0
0,22.1,29.38,0,0,0,0,-17.4,53.3,0,0
0,24.9,36.45,0,0,0,0,-29.2,50.6,0,0
0,26.1,40.42,0,0,0,0,-41.1,49.2,0,0
0,26.1,42.92,0,0,0,0,-52.5,47.6,0,0
8.5,26.1,44.45,0,0,0,0,-62.4,46.6,0,0
8.7,26.1,47.77,0,0,0,0,-68.6,44.7,0,0
0,26.4,51.2,0,0,0,0,-67.5,43.3,0,0
0,26.7,54.88,0,0,0,0,-60,41.7,0,0
0,27.9,60.52,0,0,0,0,-49.5,40.5,0,0
0,27.9,60.77,0,0,0,0,-37.9,40.4,0,0
0,27.9,63.01,0,0,0,0,-26,39.5,0,0
0,27.9,61.45,0,0,0,0,-14.2,40.1,0,0
15.5,28.3,62.24,0,0,0,5,-2.6,40.2,0,236
15.8,28.3,59.65,0,0,0.1,28,8.4,41.3,0,1112
27.6,30.2,52.94,0,0,0.7,208,18.3,46.4,2,2496
28.1,32.2,49.52,0,0,1.2,337,26.8,50.4,3,2982
28.1,33.8,45.05,0,0,1.2,341,33,54.7,3,3138
27.6,32.6,35.53,0,0,2,568,36.1,60,6,2746
28.1,29.1,28.56,0,0,1.8,513,35.6,62.1,5,1925
28.1,28.8,27.23,0,0,1.8,494,31.6,63.1,5,1025
28.1,28.9,26.32,0,0,1.5,404,24.8,64.3,4,342
28.1,28.6,25.98,0,0,1.2,324,15.9,64.3,3,256
29.6,29.1,29.94,0,0,0.2,67,5.8,60.8,1,24
28.1,36.5,48.55,0,0,0,10,-5.5,55.6,0,0
15.8,39.3,56.87,0,0,0,0,-17.2,54.3,0,0
8.7,43.4,72.02,0,0,0,0,-29.1,52.2,0,0
8.7,44.7,85.58,0,0,0,0,-40.9,48.8,0,0
67.8,44.5,85.07,0,0,0,0,-52.2,48.8,0,0
0,42.1,79.01,0,0,0,0,-62.2,48.3,0,0
8.7,39.1,78.53,0,0,0,0,-68.3,45.4,0,0
0,38.1,76.21,0,0,0,0,-67.3,45.1,0,0
0,36,79.05,0,0,0,0,-59.8,42,0,0
0,35.4,75.39,0,0,0,0,-49.3,42.6,0,0
0,35.4,78.09,0,0,0,0,-37.8,41.7,0,0
33.1,35.4,78.95,0,0,0,0,-25.9,41.4,0,0
0,34.8,81.11,0,0,0,0,-14,40.1,0,0
0,34.7,84.43,0,0,0,7,-2.5,39,0,180
8.7,36.6,80.24,0,0,0.1,30,8.6,42.2,0,1053
8.7,37.7,68.35,0,0,0.7,199,18.6,47.6,2,2357
8.5,38.7,61.14,0,0,1.2,325,27,51.7,3,2921
8.5,38.3,52.96,0,0,1.1,310,33.2,55.1,3,3181
8.7,36.2,43.8,0,0,2,567,36.4,58.2,6,2996
0,34.4,36.48,0,0,2.1,582,35.9,61.2,6,2051
0,35.6,37.06,0,0,1.9,538,31.9,62.1,5,705
0,37,37.55,0,0,1.6,436,25.1,63.4,4,255
8.7,38.2,39.74,0,0,1.1,295,16.2,63.1,3,147
8.5,39.7,49.12,0,0,0.2,68,6,58.7,1,29
8.5,37,47.26,0,0,0,11,-5.3,56.9,0,0
15.8,38.6,55.5,0,0,0,0,-17,54.1,0,0
8.7,38.2,57.41,0,0,0,0,-28.9,52.8,0,0
15.4,36.7,59.21,0,0,0,0,-40.7,50.4,0,0
8.7,36.1,62.96,0,0,0,0,-52,48.2,0,0
8.7,37.3,67.4,0,0,0,0,-61.9,47.6,0,0
15.8,35.5,68.7,0,0,0,0,-68,45.1,0,0
0,35.8,74.6,0,0,0,0,-67,43.3,0,0
0,35.1,73.73,0,0,0,0,-59.6,42.9,0,0
0,35.1,74.54,0,0,0,0,-49.2,42.7,0,0
0,34.8,81.24,0,0,0,0,-37.6,40.1,0,0
0,35.1,79.28,0,0,0,0,-25.7,41.1,0,0
8.7,33.9,79.18,0,0,0,0,-13.9,39.9,0,0
27.6,35.1,78.98,0,0,0,9,-2.3,41.1,0,160
27.6,35.5,75.37,0,0,0.1,38,8.8,42.7,0,975
27.6,37.4,66.64,0,0,0.8,210,18.8,47.9,2,1459
28.1,38.9,67.37,0,0,0.8,220,27.3,49.2,2,1765
31.6,38.6,58.89,0,0,1.1,316,33.5,52.5,3,2002
31.6,39.4,56.24,0,0,1.4,401,36.7,54.7,4,2282
31.6,38.3,44.17,0,0,1.7,461,36.2,60.2,5,2083
31.6,37.3,41.03,0,0,1.7,472,32.2,61.2,5,979
28.1,36.1,36.27,0,0,1.4,391,25.3,63.4,4,283
28.1,38.8,41.99,0,0,1.1,305,16.4,62.2,3,131
8.7,38.8,46.91,0,0,0.2,64,6.2,59.1,1,24
8.7,36.1,47.81,0,0,0,10,-5.1,55.6,0,0
41,37,51.72,0,0,0,0,-16.8,54.4,0,0
18.5,37.3,57.44,0,0,0,0,-28.7,51.9,0,0
0,37,61.39,0,0,0,0,-40.5,49.7,0,0
0,37,64.36,0,0,0,0,-51.8,48.4,0,0
0,36.6,70.39,0,0,0,0,-61.6,45.7,0,0
8.7,35.1,75.47,0,0,0,0,-67.7,42.3,0,0
0,35.4,75.39,0,0,0,0,-66.7,42.7,0,0
0,35.4,74.65,0,0,0,0,-59.3,42.9,0,0
0,35.1,75.66,0,0,0,0,-49,42.2,0,0
0,34.8,79.46,0,0,0,0,-37.5,40.7,0,0
0,34.8,83.92,0,0,0,0,-25.6,39.2,0,0
8.7,34.4,83.79,0,0,0,0,-13.7,38.9,0,0
8.7,34.4,83.86,0,0,0,7,-2.1,38.9,0,210
8.5,35.1,79.76,0,0,0.2,43,9,40.9,0,1123
8.7,38.8,74.85,0,0,0.8,220,19,46.4,2,2462
0,39.8,63.09,0,0,1.3,363,27.5,51.9,4,3029
0,39.1,53.76,0,0,1.9,517,33.8,55.6,5,3306
0,39.2,46.57,0,0,2.1,594,37,59.7,6,3142
0,37.8,39.05,0,0,2.2,610,36.5,63.1,6,2152
0,39.5,38.97,0,0,2,566,32.5,65.1,6,690
0,38.8,34.87,0,0,1.7,468,25.6,67.5,5,206
0,42.4,41.27,0,0,1.2,322,16.6,66.7,3,130
0,39.4,40.91,0,0,0.3,75,6.4,63.6,1,32
0,36.5,41.61,0,0,0,10,-4.9,59.9,0,0
0,40.1,52.42,0,0,0,0,-16.6,57.4,0,0
0,43.7,65.79,0,0,0,0,-28.5,54.9,0,0
0,45.6,78.28,0,0,0,0,-40.3,52.2,0,0
0,43.8,79.09,0,0,0,0,-51.6,50,0,0
8.7,41.2,76.73,0,0,0,0,-61.4,48.1,0,0
8.7,38.1,72.95,0,0,0,0,-67.4,46.3,0,0
0,36.3,72.07,0,0,0,0,-66.4,44.8,0,0
0,38.1,81.95,0,0,0,0,-59.1,43.3,0,0
0,36.3,79.2,0,0,0,0,-48.8,42.3,0,0
66.2,36.3,81.75,0,0,0,0,-37.3,41.4,0,0
66.2,36,82.2,0,0,0,0,-25.4,41,0,0
74.9,36.3,87.06,0,0,0,0,-13.5,39.8,0,0
93.4,37.9,86.48,0,0,0,5,-1.9,41.6,0,28
92.5,41.9,92.01,0,0,0.1,23,9.2,44.1,0,645
58.3,44.7,94.84,0,0,0.5,147,19.2,46.1,1,2384
94.3,46.3,96.19,0,0,1.4,383,27.8,47.3,4,3028
66.2,47.8,90.14,0,0,1.9,516,34.1,50.6,5,3335
0,44.5,65.12,0,0,2.1,592,37.3,56,6,3210
0,43.8,52.32,0,0,2.2,603,36.8,61.5,6,2226
0,42.7,43.98,0,0,2,556,32.8,65.1,6,784
0,44.3,46.21,0,0,1.6,455,25.9,65.5,5,257
0,45.6,49.12,0,0,1.1,312,16.9,65.2,3,156
0,44.5,52.62,0,0,0.3,79,6.6,62,1,40
0,45.3,62.9,0,0,0,13,-4.7,57.8,0,0
0,44.1,60.22,0,0,0,0,-16.4,57.8,0,0
0,42.6,62.92,0,0,0,0,-28.3,55,0,0
0,41,64.74,0,0,0,0,-40.1,52.5,0,0
0,38.8,65.21,0,0,0,0,-51.4,50.1,0,0
0,38.5,68.42,0,0,0,0,-61.1,48.4,0,0
8.7,38.5,75,0,0,0,0,-67.1,46,0,0
0,38.5,78.53,0,0,0,0,-66.1,44.8,0,0
0,38.5,78.45,0,0,0,0,-58.9,44.8,0,0
0,37.3,78.4,0,0,0,0,-48.6,43.6,0,0
0,36.9,83.76,0,0,0,0,-37.1,41.4,0,0
0,36.6,84.02,0,0,0,0,-25.2,41.1,0,0
8.7,36.3,82.18,0,0,0,0,-13.4,41.3,0,0
8.5,35.4,80.95,0,0,0,7,-1.7,40.8,0,197
8.7,37.3,81.1,0,0,0.1,40,9.4,42.7,0,1049
8.7,41,74.17,0,0,0.8,226,19.5,48.8,2,2441
13.7,42.3,65.45,0,0,1.4,400,28,53.6,4,3005
8.5,45.2,61.28,0,0,1.8,507,34.4,58.4,5,3278
8.7,42.9,46.33,0,0,2.2,601,37.6,63.9,6,3132
0,37.2,31.03,0,0,2.2,617,37.2,69.1,6,2215
0,35.1,26.48,0,0,2.1,574,33.1,71.3,6,778
0,37,27.83,0,0,1.7,474,26.1,72,5,222
0,42.9,36.52,0,0,1.2,326,17.1,70.8,3,141
0,37.7,32.48,0,0,0.3,78,6.8,68.3,1,41
0,40.4,46.62,0,0,0,12,-4.5,60.9,0,0
0,37.5,40.46,0,0,0,0,-16.2,61.8,0,0
0,37.5,41.9,0,0,0,0,-28.1,60.8,0,0
0,38.2,49.69,0,0,0,0,-39.9,56.8,0,0
0,37.6,54.83,0,0,0,0,-51.2,53.5,0,0
8.7,37,55.88,0,0,0,0,-60.9,52.3,0,0
0,37,59.16,0,0,0,0,-66.8,50.7,0,0
0,36.9,64.32,0,0,0,0,-65.8,48.4,0,0
0,36.6,68.48,0,0,0,0,-58.6,46.4,0,0
0,36.3,69.8,0,0,0,0,-48.4,45.6,0,0
0,36.6,70.44,0,0,0,0,-36.9,45.7,0,0
0,36.9,72.15,0,0,0,0,-25.1,45.4,0,0
0,37,73.92,0,0,0,0,-13.2,44.8,0,0
0,37,74.72,0,0,0,7,-1.5,44.5,0,182
8.7,38.5,74.08,0,0,0.1,15,9.6,46.4,0,1030
8.7,41.8,64.59,0,0,0.9,257,19.7,53.5,3,2386
15.8,41,49,0,0,0.2,61,28.3,60.2,1,2895
16.9,40.5,41.57,0,0,0.3,94,34.7,64.3,1,2688
28.1,39.2,34.28,0,0,1,274,37.9,68.4,3,1840
28.1,35.2,27.19,0,0,0.5,134,37.5,70.6,1,2162
28.1,33.7,23.17,0,0,0.3,92,33.4,73.6,1,1270
28.1,35.5,25.41,0,0,0.7,200,26.4,73,2,662
28.1,35.2,26.98,0,0,0.3,90,17.4,70.9,1,368
15.5,33.2,26.83,0,0,0.1,33,7,68.7,0,33
8.7,34,30.55,0,0,0,6,-4.3,65.8,0,0
8.7,35.1,36.33,0,0,0,0,-16,62.2,0,0
8.7,35.5,40.68,0,0,0,0,-27.9,59.4,0,0
8.7,35.5,45.98,0,0,0,0,-39.7,56,0,0
0,36.1,50.4,0,0,0,0,-50.9,54.2,0,0
8.7,36.1,52.72,0,0,0,0,-60.6,53,0,0
8.7,36.1,57.79,0,0,0,0,-66.5,50.5,0,0
0,35.8,57.78,0,0,0,0,-65.5,50.1,0,0
0,35.5,62.01,0,0,0,0,-58.4,47.9,0,0
0,35.8,62.16,0,0,0,0,-48.2,48.2,0,0
0,36.7,68.76,0,0,0,0,-36.7,46.4,0,0
0,36.4,67.44,0,0,0,0,-24.9,46.6,0,0
0,36.7,71.35,0,0,0,0,-13,45.5,0,0
8.7,37,73.86,0,0,0,7,-1.3,44.8,0,383
8.7,38.9,69.2,0,0,0,13,9.8,48.5,0,1365
8.7,42.7,59.57,0,0,0.1,29,19.9,56.6,0,2582
8.5,41.6,42.58,0,0,1.5,429,28.6,64.9,4,2299
13.7,40.7,36.26,0,0,0.2,55,35,68.5,1,3239
8.7,43.1,35.09,0,0,1.6,456,38.3,72.2,5,3191
11.7,40.5,28.23,0,0,1.4,396,37.8,75.7,4,2336
8.5,42.3,29.72,0,0,0.2,59,33.7,76.2,1,857
8.7,42.6,28.73,0,0,0.1,33,26.7,77.6,0,216
0,41.9,28.31,0,0,1,274,17.6,77.3,3,142
0,41.2,29.9,0,0,0.1,18,7.2,74.7,0,47
0,44.4,43.31,0,0,0,7,-4.1,67.5,0,0
0,45.8,49.52,0,0,0,0,-15.8,65.2,0,0
0,44.2,51.49,0,0,0,0,-27.7,62.3,0,0
0,42.9,54.84,0,0,0,0,-39.5,59.1,0,0
8.7,42.2,58.47,0,0,0,0,-50.7,56.6,0,0
0,41.1,58.38,0,0,0,0,-60.3,55.4,0,0
0,40.6,63.86,0,0,0,0,-66.1,52.5,0,0
0,41,63.29,0,0,0,0,-65.2,53.2,0,0
0,41,65.37,0,0,0,0,-58.1,52.3,0,0
0,41.4,69.5,0,0,0,0,-48,51,0,0
0,41,70.98,0,0,0,0,-36.6,50.1,0,0
0,42.1,75.24,0,0,0,0,-24.7,49.6,0,0
0,41.8,75.91,0,0,0,0,-12.8,49.1,0,0
0,43.4,79.78,0,0,0,7,-1.1,49.4,0,369
0,42.9,72.79,0,0,0.1,15,10.1,51.3,0,1342
0,45.9,66.04,0,0,0.1,29,20.2,57.1,0,2525
8.7,47.5,60.56,0,0,1.5,425,28.9,61.2,4,3062
8.5,45.4,51.12,0,0,1.7,470,35.3,63.8,5,3295
8.7,46.4,44.29,0,0,1.9,520,38.6,69,5,3077
8.7,44.7,36.02,0,0,1.4,391,38.1,73.3,4,2105
8.7,46.6,36.05,0,0,0.2,46,34,75.4,0,622
15.8,46.4,33.87,0,0,1.7,486,26.9,77,5,184
15.8,47.5,36.38,0,0,0.1,27,17.8,76.1,0,142
15.8,50.2,47.08,0,0,0.1,20,7.5,71.5,0,35
15.8,49.4,54,0,0,0,10,-3.9,66.5,0,0
15.8,47.8,50.39,0,0,0,0,-15.6,66.9,0,0
15.8,47.5,56.05,0,0,0,0,-27.6,63.4,0,0
8.7,46.3,59.14,0,0,0,0,-39.3,60.6,0,0
8.5,46.2,63.6,0,0,0,0,-50.5,58.5,0,0
0,45.9,65.92,0,0,0,0,-60,57.2,0,0
0,45.9,71.38,0,0,0,0,-65.8,55,0,0
0,44.4,70.61,0,0,0,0,-64.9,53.7,0,0
0,43.2,76.09,0,0,0,0,-57.9,50.5,0,0
0,42.9,77.76,0,0,0,0,-47.7,49.5,0,0
0,42.9,74.39,0,0,0,0,-36.4,50.7,0,0
0,42.6,79.91,0,0,0,0,-24.5,48.5,0,0
8.7,42.2,78.83,0,0,0,0,-12.6,48.5,0,0
28.1,41.8,78.62,0,0,0,9,-0.9,48.2,0,289
15.5,42.2,75.38,0,0,0.1,17,10.3,49.7,0,1296
15.8,46,70.54,0,0,0.1,31,20.4,55.4,0,2526
15.8,47.6,61.39,0,0,0.2,46,29.2,60.9,0,3009
27.6,47,50.19,0,0,0.2,50,35.6,66.1,1,3144
15.5,45.7,42.27,0,0,2,550,38.9,69.6,6,3098
15.8,42.7,34.12,0,0,2.2,619,38.5,72.6,6,2200
15.8,45.5,35.68,0,0,2,554,34.3,74.5,6,687
8.7,46.5,35.72,0,0,0.2,44,27.2,75.5,0,216
8.7,49,39.72,0,0,0.1,34,18.1,75.2,0,173
8.5,50.3,49.22,0,0,0.1,20,7.7,70.3,0,42
8.5,49.9,55.45,0,0,0,10,-3.7,66.4,0,0
8.7,50,57.12,0,0,0,0,-15.5,65.6,0,0
0,50,61.56,0,0,0,0,-27.4,63.5,0,0
0,48.5,63.89,0,0,0,0,-39.1,60.8,0,0
0,48.2,65.4,0,0,0,0,-50.3,59.8,0,0
13.7,45.3,63.67,0,0,0,0,-59.8,57.5,0,0
13.7,44.5,68.68,0,0,0,0,-65.5,54.6,0,0
0,43.9,67.39,0,0,0,0,-64.6,54.5,0,0
0,43,72.25,0,0,0,0,-57.6,51.7,0,0
0,42.6,76.77,0,0,0,0,-47.5,49.6,0,0
0,40.9,68.94,0,0,0,0,-36.2,50.7,0,0
0,41.3,77.68,0,0,0,0,-24.3,47.9,0,0
13.7,40.7,75.36,0,0,0,0,-12.4,48.1,0,0
13.7,40.5,79.15,0,0,0,10,-0.7,46.6,0,341
13.7,42.5,74.77,0,0,0.1,17,10.5,50.2,0,1469
13.7,44.8,65.34,0,0,0.1,35,20.7,56.3,0,2701
13.7,45.5,58.52,0,0,0.1,41,29.4,60.1,0,3320
13.7,47.4,54.13,0,0,1.6,454,35.9,64.3,5,3555
13.7,46.2,45.5,0,0,2,545,39.3,68.1,5,3376
13.7,45.7,40.45,0,0,2.3,628,38.8,70.9,6,2456
13.7,45.2,34.76,0,0,0.2,56,34.6,74.9,1,845
13.7,48.5,39.4,0,0,0.2,47,27.5,74.8,0,299
24.8,48.5,40.35,0,0,1.3,367,18.3,74.1,4,211
44.2,49.4,47.84,0,0,0.1,22,7.9,70.1,0,65
44.2,49.5,52.02,0,0,0.1,15,-3.5,67.8,0,0
24.8,49.3,58.55,0,0,0.1,0,-15.3,64.1,0,0
44.2,51.6,76.37,0,0,0.1,0,-27.2,59,0,0
44.2,51.5,80.43,0,0,0.1,0,-38.9,57.5,0,0
44.2,50.7,79.67,0,0,0.1,0,-50,56.9,0,0
24.8,50.5,83.07,0,0,0.1,0,-59.5,55.5,0,0
13.7,49.8,85.24,0,0,0.1,0,-65.1,54.2,0,0
3.2,49.3,89.35,0,0,0.1,0,-64.2,52.3,0,0
89.3,49.3,90.98,0,0,0.1,0,-57.3,51.9,0,0
100,50.5,93.29,0,0,0.1,0,-47.3,52.3,0,0
100,49.8,92.77,0,0,0.1,0,-35.9,51.9,0,0
100,48.5,88.14,0,0,0.1,0,-24.1,51.9,0,0
100,48.4,90.55,0,0,0.1,0,-12.2,51.1,0,0
100,48,89.04,0,0,0,7,-0.5,51.1,0,30
100,47.9,86.3,0,0,0.1,22,10.7,51.9,0,356
100,47.9,84.76,0,0,0.3,75,21,52.4,1,345
100,46.7,80.73,0,0,0.3,90,29.7,52.4,1,728
100,47.8,81.16,0,0,0.7,197,36.3,53.4,2,1389
100,47.8,79.3,0,0,1.1,306,39.6,54.1,3,1856
99.8,48.1,75.85,0,0,1.7,477,39.1,55.6,5,2626
84,48.1,72.22,0,0,2.1,574,34.9,56.9,6,1175
63.4,48.1,71.28,0,0,1.7,475,27.8,57.3,5,398
51.1,48.1,75.13,0,0,1.2,323,18.6,55.8,3,297
30.3,46.9,76.51,0,0,0.3,90,8.1,54.1,1,81
30.3,45.4,77.5,0,0,0.1,23,-3.3,52.2,0,0
89.1,44.8,73.19,0,0,0.1,0,-15.1,53.1,0,0
47.3,44.8,72.36,0,0,0.1,0,-27,53.4,0,0
47.7,44.8,75.6,0,0,0.1,0,-38.7,52.2,0,0
93.6,46,80.07,0,0,0.1,0,-49.8,51.9,0,0
27.2,42.9,76.39,0,0,0.1,0,-59.2,50,0,0
68.4,41,72.14,0,0,0.1,0,-64.8,49.6,0,0
8.7,41.4,76.44,0,0,0.1,0,-63.9,48.4,0,0
0,40.8,74.46,0,0,0.1,0,-57,48.5,0,0
15.5,39.3,70.58,0,0,0.1,0,-47.1,48.4,0,0
31.6,39,69.95,0,0,0.1,0,-35.7,48.4,0,0
94.3,37.3,65.98,0,0,0.1,0,-23.9,48.1,0,0
66.4,36.8,69.47,0,0,0.1,0,-12,46.3,0,0
13.7,35.2,70.28,0,0,0,5,0.2,44.3,0,355
13.7,35.7,65.48,0,0,0.2,57,11,46.7,1,1595
13.7,36.4,62.66,0,0,0.9,258,21.2,48.6,3,2889
13.7,36.9,58.07,0,0,1.5,425,30,51.2,4,3573
13.7,32.9,44.68,0,0,2,552,36.6,54,6,3906
13.7,30.2,36.7,0,0,2.3,632,39.9,56.4,6,3763
13.7,29.8,33.68,0,0,2.3,646,39.5,58.3,6,2815
15.5,28.7,30.59,0,0,2.2,603,35.2,59.7,6,1040
13.7,29.8,32,0,0,1.8,501,28,59.7,5,249
13.7,29.6,31.76,0,0,1.3,353,18.8,59.7,4,201
0,30.1,33.02,0,0,0.3,87,8.3,59.2,1,61
0,32.2,38.73,0,0,0,12,-3.1,57.1,0,0
0,34,44.99,0,0,0,0,-14.9,54.9,0,0
0,35.4,52.1,0,0,0,0,-26.8,52.5,0,0
0,36.1,59.93,0,0,0,0,-38.5,49.5,0,0
0,37.2,60.05,0,0,0,0,-49.6,50.5,0,0
0,34.1,54.35,0,0,0,0,-58.9,50,0,0
0,35.1,54.99,0,0,0,0,-64.5,50.7,0,0
0,34,52.22,0,0,0,0,-63.6,50.9,0,0
0,33.6,52.74,0,0,0,0,-56.8,50.2,0,0
0,33.3,49.32,0,0,0,0,-46.8,51.7,0,0
0,32.7,53.37,0,0,0,0,-35.5,48.9,0,0
0,31.8,50.76,0,0,0,0,-23.7,49.3,0,0
0,32,53.25,0,0,0,0,-11.8,48.2,0,0
0,32.6,57.54,0,0,0,5,0.4,46.8,0,349
0,35,57.46,0,0,0.2,60,11.2,49.4,1,1620
0,34.8,48.63,0,0,1,265,21.5,53.8,3,2827
0,39.8,50.45,0,0,1.5,425,30.3,58.2,4,3430
0,36.2,39.16,0,0,2,560,36.9,61.2,6,3706
0,31.5,30.1,0,0,2.3,631,40.3,63.4,6,3637
0,32.1,27.48,0,0,2.3,646,39.8,66.7,6,2734
0,33.3,27.54,0,0,2.2,603,35.5,68,6,1069
0,35.3,29.52,0,0,1.8,505,28.3,68.3,5,244
0,35.9,30.32,0,0,1.3,359,19.1,68.3,4,201
0,38.3,34.29,0,0,0.4,118,8.5,67.4,1,65
0,40.9,43.35,0,0,0,12,-2.9,63.6,0,0
0,44.4,62.23,0,0,0,0,-14.7,57.2,0,0
0,40.9,53.97,0,0,0,0,-26.6,57.4,0,0
0,36.8,45.24,0,0,0,0,-38.3,57.9,0,0
0,33.8,35.83,0,0,0,0,-49.3,61.1,0,0
0,31.3,32.55,0,0,0,0,-58.6,60.9,0,0
0,31.5,36.12,0,0,0,0,-64.1,58.2,0,0
0,32.2,40.21,0,0,0,0,-63.2,56,0,0
0,34.5,47.29,0,0,0,0,-56.5,54.2,0,0
0,32.2,49.86,0,0,0,0,-46.6,50.2,0,0
0,30,42.32,0,0,0,0,-35.3,52.3,0,0
0,29.5,40.16,0,0,0,0,-23.5,53.1,0,0
0,30.7,44.89,0,0,0,0,-11.5,51.4,0,0
0,29.8,43.43,0,0,0,7,0.6,51.3,0,660
0,31,43.85,0,0,0.2,64,11.5,52.3,1,1334
0,31.5,39.58,0,0,0.9,260,21.8,55.7,3,2868
0,30.1,32.3,0,0,1.6,434,30.6,59.7,4,3458
0,29.5,28.84,0,0,2.1,572,37.2,62.3,6,3731
0,28.4,26.71,0,0,2.3,646,40.6,63.2,6,3674
0,29.6,26.35,0,0,2.4,660,40.1,65,7,2820
0,30.2,25.4,0,0,2.2,612,35.8,66.8,6,1171
8.5,30,25.21,0,0,1.8,513,28.6,66.8,5,263
8.7,31.4,26.7,0,0,1.3,364,19.3,66.8,4,219
15.8,30.3,27.2,0,0,0.5,125,8.8,64.9,1,78
15.8,36.4,40.91,0,0,0,12,-2.7,60.3,0,0
15.5,39.8,51.17,0,0,0,0,-14.5,57.7,0,0
0,43.4,63.35,0,0,0,0,-26.4,55.6,0,0
0,42.9,65.87,0,0,0,0,-38.1,54.1,0,0
0,41.9,65.28,0,0,0,0,-49.1,53.3,0,0
0,40.2,67.3,0,0,0,0,-58.4,50.7,0,0
0,38.5,65.43,0,0,0,0,-63.8,49.6,0,0
0,36.3,65.84,0,0,0,0,-62.9,47.1,0,0
0,36.6,67.98,0,0,0,0,-56.2,46.6,0,0
0,36.3,72.79,0,0,0,0,-46.3,44.5,0,0
